timestamp,algorithm,scenario,total_distance,collision_count,min_obstacle_distance,reached_goal,execution_time,operation_time
20241230_221254,DDPG_DTP,1,56.2514471638098,0,,False,15.32250428199768,61.90000000000022
20241230_221300,DDPG,1,58.561235877488,0,,False,4.541117668151856,85.69999999999973
20241230_221323,SAC_DTP,1,54.22903888499848,0,,False,21.4485547542572,120.39999999999944
20241230_221332,SAC,1,55.84094073203349,0,,False,8.479481220245361,156.69999999999936
20241230_221337,DWA,1,61.67707471224885,0,,False,3.7678258419036874,60.40000000000021
