timestamp,algorithm,scenario,iteration,total_distance,collision_count,min_obstacle_distance,reached_goal,execution_time,operation_time
20250109_031418,SAC_DTP,18,1,119.53573830652093,4,0.6131517087250337,False,14.770404577255247,192.79999999999768
20250109_031429,SAC,18,1,113.78674627007004,1,0.3141045648380099,False,8.782632112503052,115.99999999999866
20250109_031442,SAC_DTP,18,2,114.0214133282042,0,2.1732450011632576,False,9.206318855285645,116.29999999999863
20250109_031455,SAC,18,2,127.15959470318234,1,0.271876699133434,False,10.31494402885437,132.19999999999803
20250109_031507,SAC_DTP,18,3,114.0267884910979,0,2.717771041935717,False,9.335178136825562,116.89999999999856
20250109_031519,SAC,18,3,115.94988558483264,1,0.0361796942590762,False,9.14358687400818,118.99999999999856
20250109_031531,SAC_DTP,18,4,116.0919382502644,1,0.5106776019998236,False,9.133754253387451,118.19999999999855
20250109_031550,SAC,18,4,121.67243139520508,4,0.4527994077748974,False,14.848475456237791,188.79999999999728
20250109_031602,SAC_DTP,18,5,114.03483852696712,0,1.7587575517406822,False,9.059348106384276,115.99999999999864
20250109_031614,SAC,18,5,114.72685052284488,2,0.5917421543086759,False,9.148235082626345,117.9999999999986
20250109_031626,SAC_DTP,18,6,114.5020560886865,1,0.3609863998813717,False,8.896985530853271,115.89999999999868
20250109_031638,SAC,18,6,118.50642310551704,1,0.7930067996205844,False,9.054728031158447,118.09999999999856
20250109_031650,SAC_DTP,18,7,117.14728544603692,1,0.6294248773364544,False,9.094468355178831,119.7999999999985
20250109_031702,SAC,18,7,118.0232347944466,1,0.2294197129341851,False,9.351829767227173,121.59999999999846
20250109_031715,SAC_DTP,18,8,113.6966772981354,0,2.1260494679156765,False,9.089064598083496,116.59999999999862
20250109_031727,SAC,18,8,115.2799007865945,1,0.2783589455819656,False,9.615461349487305,123.2999999999988
20250109_031739,SAC_DTP,18,9,114.00314531241118,0,2.3061455928389605,False,9.17388105392456,116.7999999999986
20250109_031751,SAC,18,9,115.76429654913164,2,0.4384479019345054,False,8.943626165390015,116.89999999999856
20250109_031810,SAC_DTP,18,10,125.08894063522622,4,0.4208889624617957,False,14.759576320648192,191.6999999999972
20250109_031822,SAC,18,10,116.15182104190058,1,0.7897524398156162,False,9.172626733779907,121.19999999999862
