,total_distance,total_distance,collision_count,collision_count,min_obstacle_distance,min_obstacle_distance,execution_time,execution_time,operation_time,operation_time
,mean,std,mean,std,mean,std,mean,std,mean,std
algorithm,,,,,,,,,,
SAC,122.66816205266161,3.3964248502793355,0.2,0.6324555320336759,2.1106206500172506,1.0149228368516767,10.914976119995117,2.7937130811527173,142.1899999999988,35.922028215443255
SAC_DTP,124.2661661946433,6.475775961871393,0.2,0.6324555320336759,2.549959467303446,1.2941801782080415,10.24666736125946,0.564562112916423,132.56999999999883,7.285914874300652
