,total_distance,total_distance,collision_count,collision_count,min_obstacle_distance,min_obstacle_distance,operation_time,operation_time,execution_time,execution_time
,mean,std,mean,std,mean,std,mean,std,mean,std
algorithm,,,,,,,,,,
SAC,122.94480557137516,7.59376973250742,0.775,0.5811739480523339,1.2601062344947298,1.0565031386940877,132.37399999999855,28.39126337078881,10.244747163057328,2.1629400672817427
SAC_DTP,122.53472331580647,7.477944753830744,0.7300000000000001,0.5110360992501822,1.3014954119367492,1.1393247824030046,127.76799999999848,19.034188520438157,9.940453156232834,1.4581888643352954
