x,y,yaw,linear_velocity,angular_velocity,timestamp
0.0,0.0,0.7853981633974483,0.0,0.0,0.4
0.001413398339006356,0.0014150283160750095,0.7859744473485576,0.020000000000000004,0.00576283951109291,0.5
0.00423872675194473,0.004246550761517237,0.7864931242128379,0.04000000000000001,0.005186768642802875,0.6
0.008470773566117034,0.008499758934491383,0.7878920560338927,0.06000000000000001,0.013989318210547719,0.7
0.014106357369727316,0.014177803949501876,0.7891512485230251,0.08000000000000002,0.012591924891323991,0.7999999999999999
0.02114278781952412,0.021283340278673124,0.7902847064370373,0.10000000000000002,0.011334579140122258,0.8999999999999999
0.02957780006098088,0.029818594726343364,0.7913050263946986,0.12000000000000002,0.010203199576612754,0.9999999999999999
0.039409497164975035,0.039785426321956543,0.7922235389198188,0.14,0.009185125251202297,1.0999999999999999
0.05063629967770932,0.05118537831045471,0.7930504361094101,0.16000000000000003,0.008268971895912358,1.2
0.06325690147096942,0.06401972326358575,0.7937948863864764,0.18000000000000005,0.0074445027706637745,1.3
0.07727023116339814,0.0782895022013022,0.7944651376482861,0.20000000000000007,0.006702512618096179,1.4000000000000001
0.09267541846023461,0.09399555849654667,0.7950686099874886,0.22000000000000008,0.006034723392025043,1.5000000000000002
0.10947176482905129,0.11113856723651819,0.7956119790435938,0.2400000000000001,0.005433690561052362,1.6000000000000003
0.12765871799268624,0.1297190606267312,0.7961012509347167,0.2600000000000001,0.00489271891122911,1.7000000000000004
0.14723584977815704,0.1497374499489097,0.7965418296228737,0.28000000000000014,0.004405786881569451,1.8000000000000005
0.1682028369122482,0.1711940445183855,0.7969385774793541,0.30000000000000016,0.003967478564804949,1.9000000000000006
0.19055944440110323,0.19408906802982293,0.7972958697387832,0.3200000000000002,0.0035729225942899845,2.0000000000000004
0.21430551117294502,0.2184226726306056,0.7976176434605253,0.3400000000000002,0.003217737217421135,2.1000000000000005
0.23944093770041008,0.244194951018098,0.7979074415532506,0.3600000000000002,0.0028979809272526857,2.2000000000000006
0.2659656753523132,0.271405946819386,0.7981684523620527,0.3800000000000002,0.0026101080880218674,2.3000000000000007
0.29387971725433815,0.3000556634792763,0.7984035452668297,0.40000000000000024,0.0023509290477696787,2.400000000000001
0.32318309046453275,0.3301440718536661,0.7986153026951153,0.42000000000000026,0.002117574282856083,2.500000000000001
0.3538758492929036,0.36167111668034574,0.7988060489116645,0.4400000000000003,0.001907462165492202,2.600000000000001
0.3859580696151622,0.3946367220773965,0.798977875910367,0.4600000000000003,0.001718269987024179,2.700000000000001
0.4194298440490462,0.4290407962001976,0.7991326667010711,0.4800000000000003,0.0015479079070415125,2.800000000000001
0.4542912778778858,0.46488323517130337,0.799272116254265,0.5000000000000003,0.001394495531939377,2.9000000000000012
0.49054248562043107,0.5021639263827983,0.7993977503399324,0.5200000000000004,0.001256340856674587,3.0000000000000013
0.5281835881586134,0.5408827512579161,0.7995109424729835,0.5400000000000004,0.0011319213305109876,3.1000000000000014
0.5672147103460711,0.5810395875474914,0.7996129291561667,0.5600000000000004,0.0010198668318319726,3.2000000000000015
0.607635979030088,0.6226343112269981,0.7997048235920593,0.5800000000000004,0.0009189443589265878,3.3000000000000016
0.6494475214282391,0.6656667980513453,0.7997876280183837,0.6000000000000004,0.0008280442632440099,3.4000000000000017
0.6926494638086255,0.7101369248170943,0.7998622448053044,0.6200000000000004,0.0007461678692077811,3.5000000000000018
0.737241930429251,0.7560445703751972,0.7999294864393544,0.6400000000000005,0.0006724163404996375,3.600000000000002
0.7832250426979424,0.8033896164316214,0.7999900845060453,0.6600000000000005,0.0006059806669087564,3.700000000000002
0.8305989185193372,0.8521719481682151,0.8000446977719076,0.6800000000000005,0.0005461326586226889,3.800000000000002
0.8793636717999574,0.9023914547117908,0.8000939194565337,0.7000000000000005,0.0004922168462613286,3.900000000000002
0.9295194120863085,0.9540480294755913,0.800138283776062,0.7200000000000005,0.00044364319528300555,4.000000000000002
0.9810662443143788,1.0071415703939663,0.8001782718313244,0.7400000000000005,0.0003998805526239657,4.100000000000001
1.034004268651909,1.0616719800681937,0.800214316906499,0.7600000000000006,0.0003604507517462885,4.200000000000001
1.0883335804174143,1.1176391658388447,0.8002468092374726,0.7800000000000006,0.00032492330973532546,4.300000000000001
1.1440542700622192,1.1750430397979021,0.8002761003031522,0.8000000000000006,0.0002929106567961526,4.4
1.2011664232037478,1.2338835187519233,0.800302506687606,0.8200000000000006,0.0002640638445385868,4.5
1.259670120700031,1.2941605241458827,0.8003263135560889,0.8400000000000006,0.0002380686848280078,4.6
1.3195654387568905,1.3558739819558907,0.800347777783678,0.8600000000000007,0.0002146422758921851,4.699999999999999
1.380852449060556,1.4190238225577354,0.800367130771348,0.8800000000000007,0.0001935298767001825,4.799999999999999
1.4435312189295897,1.4836099805771186,0.8003845809808084,0.9000000000000007,0.0001745020946044562,4.899999999999999
1.5076018114809673,1.549632394726522,0.8004003162162826,0.9200000000000007,0.00015735235474201303,4.999999999999998
1.5730642858059996,1.6170910076328404,0.8004145056785705,0.9400000000000007,0.0001418946228790574,5.099999999999998
1.639918697152498,1.6859857656592185,0.8004273018141942,0.9600000000000007,0.0001279613562363835,5.1999999999999975
1.7081650971102111,1.7563166187239432,0.8004388419801346,0.9800000000000008,0.00011540165940360225,5.299999999999997
1.7778035337970859,1.8280835201187238,0.8004492499426089,1.0000000000000007,0.00010407962474268118,5.399999999999997
1.8488340520443665,1.901286426328264,0.8004586372264862,1.0200000000000007,9.387283877337893e-05,5.4999999999999964
