timestamp,algorithm,scenario,iteration,total_distance,collision_count,min_obstacle_distance,reached_goal,execution_time,operation_time
20241230_230224,DDPG_DTP,scenario_1,1,107.0945741076786,0,,False,7.284372329711914,107.99999999999932
20241230_230232,DDPG,scenario_1,1,107.44794955063524,0,,False,6.850008487701416,115.29999999999944
20241230_230245,SAC_DTP,scenario_1,1,111.24710774709436,0,,False,11.96719217300415,196.99999999999903
20241230_230256,SAC,scenario_1,1,113.58909421944256,0,,False,9.632994174957275,155.9999999999992
20241230_230303,DWA,scenario_1,1,116.37253612699766,0,,False,6.274499893188477,94.10000000000022
20241230_230310,DDPG_DTP,scenario_1,2,105.75288655626568,0,,False,5.78351092338562,92.30000000000024
20241230_230319,DDPG,scenario_1,2,109.48201940226188,0,,False,7.27204442024231,119.29999999999842
20241230_230327,SAC_DTP,scenario_1,2,112.89429520224812,0,,False,7.260341167449951,116.0999999999994
20241230_230335,SAC,scenario_1,2,111.95656079533698,0,,False,6.877140522003174,105.59999999999955
20241230_230343,DWA,scenario_1,2,116.14872932413894,0,,False,6.478694677352905,94.00000000000028
20241230_230351,DDPG_DTP,scenario_1,3,107.57578594067836,0,,False,7.489768981933594,114.29999999999924
20241230_230400,DDPG,scenario_1,3,107.09859923010224,0,,False,8.04517674446106,125.29999999999929
20241230_230410,SAC_DTP,scenario_1,3,110.8696811187708,0,,False,8.03120231628418,116.99999999999928
20241230_230424,SAC,scenario_1,3,111.11235654289663,0,,False,13.428476810455322,197.19999999999908
20241230_230432,DWA,scenario_1,3,109.59648579857632,0,,False,6.299376487731934,88.10000000000028
20241230_230440,DDPG_DTP,scenario_1,4,107.04826839020632,0,,False,7.572278738021851,112.09999999999862
20241230_230449,DDPG,scenario_1,4,108.36074318893648,0,,False,7.195583820343018,102.59999999999928
20241230_230504,SAC_DTP,scenario_1,4,111.97541180597185,0,,False,13.688648223876951,195.99999999999903
20241230_230518,SAC,scenario_1,4,111.73751009677528,0,,False,13.42414093017578,195.9999999999991
20241230_230526,DWA,scenario_1,4,109.00553073241736,0,,False,6.381512641906738,86.80000000000024
20241230_230534,DDPG_DTP,scenario_1,5,106.74436196273194,0,,False,7.428547143936157,106.69999999999962
20241230_230543,DDPG,scenario_1,5,107.55119394190002,0,,False,7.281632661819458,104.39999999999952
20241230_230558,SAC_DTP,scenario_1,5,111.85362181449592,0,,False,14.18476176261902,196.79999999999905
20241230_230613,SAC,scenario_1,5,113.27564336790908,0,,False,13.764176845550535,192.899999999999
20241230_230622,DWA,scenario_1,5,109.43223496564292,0,,False,7.149045467376709,88.10000000000034
20241230_230630,DDPG_DTP,scenario_1,6,106.52091954819332,0,,False,7.614911317825317,105.59999999999894
20241230_230639,DDPG,scenario_1,6,107.17276376020762,0,,False,7.73760986328125,102.29999999999932
20241230_230649,SAC_DTP,scenario_1,6,112.00328334727143,0,,False,8.683737516403198,115.99999999999947
20241230_230701,SAC,scenario_1,6,117.18549232861837,0,,False,10.294012784957886,130.59999999999923
20241230_230709,DWA,scenario_1,6,116.10260812071014,0,,False,7.574203968048096,94.30000000000028
20241230_230719,DDPG_DTP,scenario_1,7,127.0996609814881,0,,False,8.452809572219849,114.49999999999896
20241230_230729,DDPG,scenario_1,7,106.98285342518732,0,,False,8.42296051979065,115.0999999999985
20241230_230739,SAC_DTP,scenario_1,7,112.66376100833357,0,,False,9.234821319580078,115.89999999999942
20241230_230755,SAC,scenario_1,7,113.35908342127314,0,,False,14.917916536331177,192.1999999999991
20241230_230805,DWA,scenario_1,7,116.61955151387303,0,,False,8.233821630477905,95.20000000000022
20241230_230814,DDPG_DTP,scenario_1,8,110.4697196005986,0,,False,8.141404151916504,99.49999999999967
20241230_230823,DDPG,scenario_1,8,106.35628289403328,0,,False,7.86392331123352,102.89999999999952
20241230_230833,SAC_DTP,scenario_1,8,113.70927476442144,0,,False,9.078919887542725,116.4999999999994
20241230_230850,SAC,scenario_1,8,111.49770166340676,0,,False,15.218666315078735,196.79999999999905
20241230_230900,DWA,scenario_1,8,129.74482602927847,0,,False,9.232383966445925,109.80000000000013
20241230_230909,DDPG_DTP,scenario_1,9,108.57912997808194,0,,False,7.933142185211182,101.49999999999947
20241230_230919,DDPG,scenario_1,9,106.24442987651663,0,,False,8.630629777908325,111.89999999999978
20241230_230930,SAC_DTP,scenario_1,9,112.72122658599145,0,,False,9.399175643920898,116.29999999999946
20241230_230946,SAC,scenario_1,9,116.07574167094243,0,,False,15.20769715309143,196.9999999999989
20241230_230955,DWA,scenario_1,9,118.1989639500656,0,,False,8.25800371170044,95.60000000000008
20241230_231004,DDPG_DTP,scenario_1,10,107.467669080538,0,,False,7.505585432052612,95.39999999999978
20241230_231013,DDPG,scenario_1,10,106.14020512593224,0,,False,7.526646137237549,95.90000000000008
20241230_231029,SAC_DTP,scenario_1,10,117.68270920820758,0,,False,15.56784963607788,197.5999999999989
20241230_231046,SAC,scenario_1,10,111.39717544172736,0,,False,15.37018632888794,195.9999999999991
20241230_231055,DWA,scenario_1,10,110.45887612699964,0,,False,7.928077459335327,88.90000000000029
20241231_002259,DDPG_DTP,scenario_10,1,107.7269112843081,0,,False,8.34198784828186,106.89999999999957
20241231_002311,DDPG,scenario_10,1,129.6028521947111,0,,False,10.832725524902344,144.39999999999824
20241231_002322,SAC_DTP,scenario_10,1,127.665318844519,0,,False,9.728597402572632,126.39999999999831
20241231_002334,SAC,scenario_10,1,132.6799296771808,0,,False,10.05402660369873,131.39999999999802
20241231_002342,DWA,scenario_10,1,107.8317403591262,0,,False,7.011081695556641,85.70000000000022
20241231_002352,DDPG_DTP,scenario_10,2,106.66838417610836,0,,False,9.055864572525024,116.1999999999986
20241231_002402,DDPG,scenario_10,2,110.75982360556742,0,,False,8.691246747970581,115.7999999999993
20241231_002413,SAC_DTP,scenario_10,2,120.02567352084948,0,,False,9.617725610733032,123.4999999999987
20241231_002423,SAC,scenario_10,2,120.12205151527704,0,,False,9.389143228530884,120.79999999999863
20241231_002432,DWA,scenario_10,2,107.64128263942932,0,,False,7.216440916061401,87.70000000000027
20241231_002442,DDPG_DTP,scenario_10,3,110.87401671713354,0,,False,9.403501749038696,124.0999999999991
20241231_002453,DDPG,scenario_10,3,107.53343770648624,0,,False,9.481121063232422,120.19999999999848
20241231_002504,SAC_DTP,scenario_10,3,118.13988893577282,0,,False,10.207566738128662,132.39999999999847
20241231_002515,SAC,scenario_10,3,122.09228643594535,0,,False,9.823142528533936,122.79999999999858
20241231_002523,DWA,scenario_10,3,108.20918120980038,0,,False,7.118541717529297,86.20000000000016
20241231_002533,DDPG_DTP,scenario_10,4,108.1302842831478,0,,False,8.69905138015747,111.89999999999996
20241231_002544,DDPG,scenario_10,4,107.73795917114208,0,,False,9.544461965560911,122.79999999999976
20241231_002556,SAC_DTP,scenario_10,4,126.87523586913096,0,,False,10.369808673858644,127.89999999999816
20241231_002606,SAC,scenario_10,4,120.38616990269088,0,,False,9.37821078300476,122.39999999999851
20241231_002615,DWA,scenario_10,4,107.65764055100408,0,,False,7.08917236328125,85.90000000000018
20241231_002625,DDPG_DTP,scenario_10,5,130.96186793519348,0,,False,9.403669118881226,123.49999999999952
20241231_002637,DDPG,scenario_10,5,105.89486545459005,0,,False,10.232383489608765,135.49999999999778
20241231_002647,SAC_DTP,scenario_10,5,120.9902375678964,0,,False,9.690969467163086,124.39999999999866
20241231_002659,SAC,scenario_10,5,130.18171762058986,0,,False,10.660253763198853,130.09999999999806
20241231_002708,DWA,scenario_10,5,108.21177555317432,0,,False,7.311010837554932,88.40000000000023
20241231_002718,DDPG_DTP,scenario_10,6,110.45842466520055,0,,False,8.722481489181519,115.29999999999848
20241231_002727,DDPG,scenario_10,6,107.2287637902111,0,,False,8.252737045288086,107.89999999999958
20241231_002738,SAC_DTP,scenario_10,6,124.45179085449094,0,,False,9.43014430999756,122.09999999999845
20241231_002749,SAC,scenario_10,6,127.31985470604609,0,,False,9.89971399307251,128.69999999999814
20241231_002758,DWA,scenario_10,6,108.2018392613183,0,,False,7.71836519241333,87.8000000000002
20241231_002808,DDPG_DTP,scenario_10,7,116.9635724689214,0,,False,9.450767755508425,120.99999999999784
20241231_002818,DDPG,scenario_10,7,107.4766308549099,0,,False,8.197399377822876,104.39999999999964
20241231_002828,SAC_DTP,scenario_10,7,122.018463227685,0,,False,9.295910120010376,121.79999999999858
20241231_002839,SAC,scenario_10,7,118.88106827399912,0,,False,10.162773609161375,132.89999999999844
20241231_002848,DWA,scenario_10,7,108.8260525997516,0,,False,7.0838916301727295,86.80000000000014
20241231_002857,DDPG_DTP,scenario_10,8,106.36255355954874,0,,False,8.63910174369812,107.99999999999942
20241231_002907,DDPG,scenario_10,8,109.38232599681756,0,,False,8.108392477035522,106.7999999999998
20241231_002917,SAC_DTP,scenario_10,8,119.48924891071437,0,,False,9.670090198516846,120.69999999999855
20241231_002929,SAC,scenario_10,8,119.71523067578644,0,,False,10.21681261062622,134.29999999999845
20241231_002938,DWA,scenario_10,8,112.4359134725133,0,,False,7.647984504699707,91.70000000000024
20241231_002947,DDPG_DTP,scenario_10,9,109.35813802108042,0,,False,8.143886089324951,106.10000000000002
20241231_002958,DDPG,scenario_10,9,106.95985070516096,0,,False,9.43538498878479,120.59999999999792
20241231_003009,SAC_DTP,scenario_10,9,119.2881320808024,0,,False,10.36431646347046,132.3999999999985
20241231_003020,SAC,scenario_10,9,128.37779781419226,0,,False,9.847275018692017,128.69999999999814
20241231_003030,DWA,scenario_10,9,118.8005568564177,0,,False,8.395941257476807,100.10000000000008
20241231_003039,DDPG_DTP,scenario_10,10,105.7832709034732,0,,False,8.366267442703247,109.99999999999996
20241231_003050,DDPG,scenario_10,10,106.86747990666292,0,,False,9.375176906585692,123.8999999999997
20241231_003101,SAC_DTP,scenario_10,10,120.89807690496576,0,,False,10.442005157470703,134.19999999999854
20241231_003112,SAC,scenario_10,10,119.39867428217386,0,,False,9.332623481750488,123.19999999999872
20241231_003120,DWA,scenario_10,10,108.0492776888449,0,,False,7.225532293319702,87.60000000000028
20241231_003131,DDPG_DTP,scenario_11,1,109.01893072185838,0,,False,8.208880424499512,106.59999999999955
20241231_003140,DDPG,scenario_11,1,110.0771964498736,0,,False,8.049798965454102,105.5999999999996
20241231_003152,SAC_DTP,scenario_11,1,141.72509888593578,0,,False,10.644272565841677,138.39999999999776
20241231_003204,SAC,scenario_11,1,135.94583850020018,0,,False,10.709583044052124,134.2999999999982
20241231_003212,DWA,scenario_11,1,109.00819418925772,0,,False,6.848888158798218,85.39999999999978
20241231_003225,DDPG_DTP,scenario_11,2,107.05340924807246,0,,False,11.747031211853027,152.79999999999927
20241231_003234,DDPG,scenario_11,2,105.85737490764382,0,,False,7.656578302383423,101.79999999999968
20241231_003245,SAC_DTP,scenario_11,2,136.15371443653785,0,,False,10.169538974761965,132.89999999999827
20241231_003255,SAC,scenario_11,2,115.00517131046009,0,,False,9.1414692401886,112.99999999999866
20241231_003303,DWA,scenario_11,2,108.351580063656,0,,False,7.042498588562012,86.39999999999976
20241231_003317,DDPG_DTP,scenario_11,3,111.35732209607372,0,,False,11.927061796188354,157.69999999999737
20241231_003326,DDPG,scenario_11,3,119.26375718693524,0,,False,8.650214672088623,114.89999999999908
20241231_003336,SAC_DTP,scenario_11,3,116.58662903282112,0,,False,8.629149198532104,112.29999999999868
20241231_003346,SAC,scenario_11,3,114.49009400938496,0,,False,9.179222345352173,111.99999999999874
20241231_003355,DWA,scenario_11,3,108.03471199433994,0,,False,7.000945091247559,83.69999999999973
20241231_003405,DDPG_DTP,scenario_11,4,106.46528099762452,0,,False,9.208705425262451,102.89999999999964
20241231_003414,DDPG,scenario_11,4,110.73648573213892,0,,False,7.817974090576172,103.79999999999968
20241231_003424,SAC_DTP,scenario_11,4,116.964410746173,0,,False,8.712121486663818,113.69999999999864
20241231_003435,SAC,scenario_11,4,141.0583127292091,0,,False,10.395124673843384,136.79999999999774
20241231_003443,DWA,scenario_11,4,106.81199040856656,0,,False,6.605118989944458,82.3999999999997
20241231_003453,DDPG_DTP,scenario_11,5,109.22928891319206,0,,False,8.415183544158936,104.19999999999946
20241231_003502,DDPG,scenario_11,5,109.36943797103262,0,,False,8.038094520568848,105.89999999999958
20241231_003514,SAC_DTP,scenario_11,5,144.75863595161073,0,,False,10.759849071502686,139.79999999999765
20241231_003525,SAC,scenario_11,5,130.95560123157088,0,,False,9.642352104187012,126.39999999999812
20241231_003533,DWA,scenario_11,5,113.06247281306273,0,,False,7.567878723144531,92.49999999999964
20241231_003543,DDPG_DTP,scenario_11,6,118.96109984326512,0,,False,8.273979425430298,108.2999999999994
20241231_003554,DDPG,scenario_11,6,113.1689461802702,0,,False,9.936662197113035,104.29999999999944
20241231_003604,SAC_DTP,scenario_11,6,116.4465727563606,0,,False,8.783674478530884,114.69999999999855
20241231_003615,SAC,scenario_11,6,123.62915320499596,0,,False,9.657805681228638,126.29999999999866
20241231_003622,DWA,scenario_11,6,107.43375036924844,0,,False,6.594206094741821,82.19999999999972
20241231_003635,DDPG_DTP,scenario_11,7,109.70076944898248,0,,False,11.390053272247314,149.59999999999926
20241231_003644,DDPG,scenario_11,7,116.50150417126376,0,,False,8.096651315689087,106.19999999999936
20241231_003655,SAC_DTP,scenario_11,7,115.50169691004648,0,,False,9.288049221038818,112.99999999999868
20241231_003704,SAC,scenario_11,7,114.9980177971616,0,,False,8.404809474945068,109.19999999999868
20241231_003712,DWA,scenario_11,7,105.74630011510418,0,,False,6.642969846725464,81.19999999999975
20241231_003723,DDPG_DTP,scenario_11,8,108.73820033481948,0,,False,9.508880853652954,116.69999999999956
