timestamp,algorithm,scenario,iteration,total_distance,collision_count,min_obstacle_distance,reached_goal,execution_time,operation_time
20250109_024128,SAC_DTP,11,1,120.99492201538308,2,0.4682422639513617,False,14.292441844940186,183.09999999999704
20250109_024157,SAC,11,1,109.9511146574755,2,0.3960457455595069,False,22.54869794845581,296.10000000000304
20250109_024224,SAC_DTP,11,2,110.48103493146998,2,0.4474693884722832,False,21.99302840232849,293.20000000000266
20250109_024243,SAC,11,2,120.7955838578359,2,0.3791471703006287,False,14.503682136535645,183.9999999999971
20250109_024301,SAC_DTP,11,3,121.2951759827526,3,0.3755375971022818,False,13.893818855285645,183.49999999999704
20250109_024329,SAC,11,3,109.85960609054048,2,0.4438230504631428,False,22.212217330932617,293.0000000000028
20250109_024349,SAC_DTP,11,4,114.12633981825536,1,0.613573668403536,False,15.888641595840454,206.9999999999972
20250109_024408,SAC,11,4,121.05730005651549,3,0.4596474348210242,False,14.412489414215088,187.5999999999973
20250109_024420,SAC_DTP,11,5,120.55860947758494,1,0.337973409156037,False,9.422262907028198,119.79999999999812
20250109_024449,SAC,11,5,111.95171404315596,2,0.5139702880475847,False,22.81994342803955,293.60000000000286
20250109_024501,SAC_DTP,11,6,117.6553182881556,1,0.310541782292184,False,9.094667196273804,117.69999999999824
20250109_024512,SAC,11,6,121.54473732840924,0,1.13172641090714,False,8.884700536727905,115.59999999999816
20250109_024524,SAC_DTP,11,7,112.616412465837,2,0.3979039878093676,False,8.509909868240356,109.19999999999864
20250109_024551,SAC,11,7,110.78686230876048,2,0.4687114373372773,False,22.27220368385315,292.8000000000028
20250109_024619,SAC_DTP,11,8,111.25626970957398,2,0.4003176214990107,False,22.56453514099121,293.90000000000293
20250109_024648,SAC,11,8,115.80346971381704,3,0.391270850523649,False,22.72892546653748,292.700000000003
20250109_024716,SAC_DTP,11,9,111.49802970688664,2,0.5053509234817352,False,22.83862066268921,293.50000000000296
20250109_024734,SAC,11,9,119.69675609993445,2,0.4577395976717838,False,14.1366229057312,183.799999999997
20250109_024753,SAC_DTP,11,10,119.34348750915164,2,0.477798911131702,False,14.70798659324646,185.9999999999972
20250109_024821,SAC,11,10,112.9499290929979,2,0.4936398719746607,False,22.502560138702393,294.100000000003
